https://www.imdb.com/title/tt0399201/,The Island,Action/Adventure,2005,6.9/10
https://www.imdb.com/title/tt0317740/,The Italian Job,Action/Thriller,2003,7.0/10
https://www.imdb.com/title/tt0084827/,Tron,Action/Adventure,1982,6.8/10
https://www.imdb.com/title/tt1104001/,Tron: Legacy,Action/Adventure,2010,6.8/10
https://www.imdb.com/title/tt0114857/,Virtuosity,Action/Thriller,1995,5.5/10
https://www.imdb.com/title/tt0460402/,BBS: The Documentary,Documentary,2005,8.7/10
https://www.imdb.com/title/tt4044364/,Citizenfour,Documentary/Biography,2014,8.1/10
https://www.imdb.com/title/tt1830538/,Code 2600,Documentary,2012,7.4/10
https://www.imdb.com/title/tt3312868/,Deep Web,Documentary,2015,7.1/10
https://www.imdb.com/title/tt3010462/,DEFCON: The Documentary,Documentary,2013,5.7/10
https://www.imdb.com/title/tt2417174/,DSKNECTD,Documentary,2013,7.4/10
https://www.imdb.com/title/tt2033981/,Downloaded,Documentary,2013,6.8/10
https://www.imdb.com/title/tt0309614/,Freedom Downtime,Documentary,2001,7.6/10
https://www.imdb.com/title/tt1782451/,Good Copy Bad Copy,Documentary,2007,7.2/10
https://www.imdb.com/title/tt1191116/,Hackers: Wizards of the Electronic Age,Documentary,1984,7.7/10
https://www.imdb.com/title/tt1279942/,Hackers Are People Too,Documentary/Short Film,2008,6.1/10
https://www.imdb.com/title/tt0808532/,Hacking Democracy,Documentary,2006,7.9/10
https://www.imdb.com/title/tt2292707/,Hackers Wanted,Documentary/Indie Film,2009,6.5/10
https://www.imdb.com/title/tt1199631/,In the Realm of the Hackers,Documentary,2003,7.4/10
https://www.imdb.com/title/tt1942884/,Indie Game: The Movie,Documentary,2012,7.7/10
http://www.imdb.com/title/tt3640710/,Kim Dotcom: Caught in the Web,Documentary,2017,7.0/10
https://www.imdb.com/title/tt0168122/,Pirates of Silicon Valley,Documentary/Drama/TV Film,1999,7.3/10
https://www.imdb.com/title/tt1692889/,Plug and Pray,Documentary,2010,7.2/10
https://www.imdb.com/title/tt0308808/,Revolution OS,Documentary/Indie Film,2001,7.3/10
https://www.imdb.com/title/tt7301126/,Silk Road: Drugs, Death and the Dark Web,Documentary,2017,7.4/10
